product,country,price,millisSinceEpoch
butter,europe,650,1504224000000
butter,europe,595,1506816000000
butter,europe,522,1509494400000
butter,europe,478,1512086400000
butter,europe,436,1514764800000
butter,europe,448,1517443200000
butter,europe,475,1519862400000
butter,europe,509,1522540800000
butter,europe,563,1525132800000
butter,europe,580,1527811200000
butter,europe,560,1530403200000
butter,europe,554,1533081600000
butter,europe,542,1535760000000
butter,europe,493,1538352000000
butter,europe,464,1541030400000
butter,europe,444,1543622400000
butter,europe,438,1546300800000
butter,europe,440,1548979200000
butter,europe,423,1551398400000
butter,europe,420,1554076800000
butter,europe,416,1556668800000
butter,europe,398,1559347200000
butter,europe,383,1561939200000
butter,europe,363,1564617600000
butter,finland,290,788918400000
butter,finland,335,791596800000
butter,finland,338,794016000000
butter,finland,336,796694400000
butter,finland,338,799286400000
butter,finland,339,801964800000
butter,finland,338,804556800000
butter,finland,337,807235200000
butter,finland,336,809913600000
butter,finland,337,812505600000
butter,finland,337,815184000000
butter,finland,337,817776000000
butter,finland,338,820454400000
butter,finland,340,823132800000
butter,finland,341,825638400000
butter,finland,338,828316800000
butter,finland,333,830908800000
